"ID";"CNAE";"DESCRIPCION"
1131;"1103";ELABORACION DE SIDRA Y OTRAS BEBIDAS FERMENTADAS A PARTIR DE FRUTAS
1132;"1104";"ELABORACION DE OTRAS BEBIDAS NO DESTILADAS; PROCEDENTES DE LA FERMENTACION"
1133;"1105";FABRICACION DE CERVEZA
1134;"1106";FABRICACION DE MALTA
1135;"1107";FABRICACION DE BEBIDAS NO ALCOHOLICAS; PRODUCCION DE AGUAS MINERALES Y OTRAS AGUAS EMBOTELLADAS
1138;"1200";INDUSTRIA DEL TABACO
1141;"1310";PREPARACION E HILADO DE FIBRAS TEXTILES
1143;"1320";FABRICACION DE TEJIDOS TEXTILES
1145;"1330";ACABADO DE TEXTILES
1147;"1391";FABRICACION DE TEJIDOS DE PUNTO
1148;"1392";"FABRICACION DE ARTICULOS CONFECCIONADOS CON TEXTILES; EXCEPTO PRENDAS DE VESTIR"
1149;"1393";FABRICACION DE ALFOMBRAS Y MOQUETAS
1150;"1394";"FABRICACION DE CUERDAS; CORDELES; BRAMANTES Y REDES"
1151;"1395";"FABRICACION DE TELAS NO TEJIDAS Y ARTICULOS CONFECCIONADOS CON ELLAS; EXCEPTO PRENDAS DE VESTIR"
1152;"1396";FABRICACION DE OTROS PRODUCTOS TEXTILES DE USO TECNICO E INDUSTRIAL
1153;"1399";FABRICACION DE OTROS PRODUCTOS TEXTILES N.C.O.P.
1156;"1411";CONFECCION DE PRENDAS DE VESTIR DE CUERO
1157;"1412";CONFECCION DE ROPA DE TRABAJO
1158;"1413";CONFECCION DE OTRAS PRENDAS DE VESTIR EXTERIORES
1159;"1414";CONFECCION DE ROPA INTERIOR
1160;"1419";CONFECCION DE OTRAS PRENDAS DE VESTIR Y ACCESORIOS
1162;"1420";FABRICACION DE ARTICULOS DE PELETERIA
1164;"1431";CONFECCION DE CALCETERIA
1165;"1439";CONFECCION DE OTRAS PRENDAS DE VESTIR DE PUNTO
1168;"1511";"PREPARACION; CURTIDO Y ACABADO DEL CUERO; PREPARACION Y TEÑIDO DE PIELES"
1169;"1512";"FABRICACION DE ARTICULOS DE MARROQUINERIA; VIAJE Y DE GUARNICIONERIA Y TALABARTERIA"
1171;"1520";FABRICACION DE CALZADO
1174;"1610";ASERRADO Y CEPILLADO DE LA MADERA
1176;"1621";FABRICACION DE CHAPAS Y TABLEROS DE MADERA
1177;"1622";FABRICACION DE SUELOS DE MADERA ENSAMBLADOS
1178;"1623";FABRICACION DE OTRAS ESTRUCTURAS DE MADERA Y PIEZAS DE CARPINTERIA Y EBANISTERIA PARA LA CONSTRUCCION
1179;"1624";FABRICACION DE ENVASES Y EMBALAJES DE MADERA
1180;"1629";"FABRICACION DE OTROS PRODUCTOS DE MADERA; ARTICULOS DE CORCHO; CESTERIA Y ESPARTERIA"
1183;"1711";FABRICACION DE PASTA PAPELERA
1184;"1712";FABRICACION DE PAPEL Y CARTON
1186;"1721";FABRICACION DE PAPEL Y CARTON ONDULADOS; FABRICACION DE ENVASES Y EMBALAJES DE PAPEL Y CARTON
1187;"1722";"FABRICACION DE ARTICULOS DE PAPEL Y CARTON PARA USO DOMESTICO; SANITARIO E HIGIENICO"
1625;"4782";"COMERCIO AL POR MENOR DE PRODUCTOS TEXTILES; PRENDAS DE VESTIR Y CALZADO EN PUESTOS DE VENTA Y EN MERCADILLOS"
1626;"4789";COMERCIO AL POR MENOR DE OTROS PRODUCTOS EN PUESTOS DE VENTA Y EN MERCADILLOS
1628;"4791";COMERCIO AL POR MENOR POR CORRESPONDENCIA O INTERNET
1629;"4799";"OTRO COMERCIO AL POR MENOR NO REALIZADO NI EN ESTABLECIMIENTOS; NI EN PUESTOS DE VENTA NI EN MERCADILLOS"
1633;"4910";TRANSPORTE INTERURBANO DE PASAJEROS POR FERROCARRIL
1635;"4920";TRANSPORTE DE MERCANCIAS POR FERROCARRIL
1637;"4931";TRANSPORTE TERRESTRE URBANO Y SUBURBANO DE PASAJEROS
1638;"4932";TRANSPORTE POR TAXI
1639;"4939";TIPOS DE TRANSPORTE TERRESTRE DE PASAJEROS N.C.O.P.
1641;"4941";TRANSPORTE DE MERCANCIAS POR CARRETERA
1642;"4942";SERVICIOS DE MUDANZA
1644;"4950";TRANSPORTE POR TUBERIA
1647;"5010";TRANSPORTE MARITIMO DE PASAJEROS
1649;"5020";TRANSPORTE MARITIMO DE MERCANCIAS
1651;"5030";TRANSPORTE DE PASAJEROS POR VIAS NAVEGABLES INTERIORES
1653;"5040";TRANSPORTE DE MERCANCIAS POR VIAS NAVEGABLES INTERIORES
1656;"5110";TRANSPORTE AEREO DE PASAJEROS
1658;"5121";TRANSPORTE AEREO DE MERCANCIAS
1659;"5122";TRANSPORTE ESPACIAL
1662;"5210";DEPOSITO Y ALMACENAMIENTO
1664;"5221";ACTIVIDADES ANEXAS AL TRANSPORTE TERRESTRE
1665;"5222";ACTIVIDADES ANEXAS AL TRANSPORTE MARITIMO Y POR VIAS NAVEGABLES INTERIORES
1666;"5223";ACTIVIDADES ANEXAS AL TRANSPORTE AEREO
1667;"5224";MANIPULACION DE MERCANCIAS
1668;"5229";OTRAS ACTIVIDADES ANEXAS AL TRANSPORTE
1671;"5310";ACTIVIDADES POSTALES SOMETIDAS A LA OBLIGACION DEL SERVICIO UNIVERSAL
1673;"5320";OTRAS ACTIVIDADES POSTALES Y DE CORREOS
1677;"5510";HOTELES Y ALOJAMIENTOS SIMILARES
1679;"5520";ALOJAMIENTOS TURISTICOS Y OTROS ALOJAMIENTOS DE CORTA ESTANCIA
1681;"5530";CAMPINGS Y APARCAMIENTOS PARA CARAVANAS
1683;"5590";OTROS ALOJAMIENTOS
1686;"5610";RESTAURANTES Y PUESTOS DE COMIDAS
1688;"5621";PROVISION DE COMIDAS PREPARADAS PARA EVENTOS
1689;"5629";OTROS SERVICIOS DE COMIDAS
1691;"5630";ESTABLECIMIENTOS DE BEBIDAS
1695;"5811";EDICION DE LIBROS
1696;"5812";EDICION DE DIRECTORIOS Y GUIAS DE DIRECCIONES POSTALES
1697;"5813";EDICION DE PERIODICOS
1698;"5814";EDICION DE REVISTAS
1699;"5819";OTRAS ACTIVIDADES EDITORIALES
1701;"5821";EDICION DE VIDEOJUEGOS
1702;"5829";EDICION DE OTROS PROGRAMAS INFORMATICOS
1705;"5912";"ACTIVIDADES DE POSTPRODUCCION CINEMATOGRAFICA; DE VIDEO Y DE PROGRAMAS DE TELEVISION"
1706;"5914";ACTIVIDADES DE EXHIBICION CINEMATOGRAFICA
1707;"5915";ACTIVIDADES DE PRODUCCION CINEMATOGRAFICA Y DE VIDEO
1708;"5916";ACTIVIDADES DE PRODUCCIONES DE PROGRAMAS DE TELEVISION
1709;"5917";ACTIVIDADES DE DISTRIBUCION CINEMATOGRAFICA Y DE VIDEO
1710;"5918";ACTIVIDADES DE DISTRIBUCION DE PROGRAMAS DE TELEVISION
1712;"5920";ACTIVIDADES DE GRABACION DE SONIDO Y EDICION MUSICAL
1715;"6010";ACTIVIDADES DE RADIODIFUSION
1717;"6020";ACTIVIDADES DE PROGRAMACION Y EMISION DE TELEVISION
1720;"6110";TELECOMUNICACIONES POR CABLE
1722;"6120";TELECOMUNICACIONES INALAMBRICAS
1724;"6130";TELECOMUNICACIONES POR SATELITE
1726;"6190";OTRAS ACTIVIDADES DE TELECOMUNICACIONES
1729;"6201";ACTIVIDADES DE PROGRAMACION INFORMATICA
1730;"6202";ACTIVIDADES DE CONSULTORIA INFORMATICA
1731;"6203";GESTION DE RECURSOS INFORMATICOS
1732;"6209";OTROS SERVICIOS RELACIONADOS CON LAS TECNOLOGIAS DE LA INFORMACION Y LA INFORMATICA
1735;"6311";"PROCESO DE DATOS; HOSTING Y ACTIVIDADES RELACIONADAS"
1736;"6312";PORTALES WEB
1738;"6391";ACTIVIDADES DE LAS AGENCIAS DE NOTICIAS
1739;"6399";OTROS SERVICIOS DE INFORMACION N.C.O.P.
1743;"6411";BANCO CENTRAL
1744;"6419";OTRA INTERMEDIACION MONETARIA
1746;"6420";ACTIVIDADES DE LAS SOCIEDADES HOLDING
1748;"6430";"INVERSION COLECTIVA; FONDOS Y ENTIDADES FINANCIERAS SIMILARES"
1750;"6491";ARRENDAMIENTO FINANCIERO
1751;"6492";OTRAS ACTIVIDADES CREDITICIAS
1752;"6499";"OTROS SERVICIOS FINANCIEROS; EXCEPTO SEGUROS Y FONDOS DE PENSIONES N.C.O.P."
1755;"6511";SEGUROS DE VIDA
1756;"6512";SEGUROS DISTINTOS DE LOS SEGUROS DE VIDA
1758;"6520";REASEGUROS
1760;"6530";FONDOS DE PENSIONES
1763;"6611";ADMINISTRACION DE MERCADOS FINANCIEROS
1764;"6612";ACTIVIDADES DE INTERMEDIACION EN OPERACIONES CON VALORES Y OTROS ACTIVOS
1765;"6619";"OTRAS ACTIVIDADES AUXILIARES A LOS SERVICIOS FINANCIEROS; EXCEPTO SEGUROS Y FONDOS DE PENSIONES"
1767;"6621";EVALUACION DE RIESGOS Y DAÑOS
1768;"6622";ACTIVIDADES DE AGENTES Y CORREDORES DE SEGUROS
1769;"6629";OTRAS ACTIVIDADES AUXILIARES A SEGUROS Y FONDOS DE PENSIONES
1771;"6630";ACTIVIDADES DE GESTION DE FONDOS
1775;"6810";COMPRAVENTA DE BIENES INMOBILIARIOS POR CUENTA PROPIA
1777;"6820";ALQUILER DE BIENES INMOBILIARIOS POR CUENTA PROPIA
1779;"6831";AGENTES DE LA PROPIEDAD INMOBILIARIA
1780;"6832";GESTION Y ADMINISTRACION DE LA PROPIEDAD INMOBILIARIA
1784;"6910";ACTIVIDADES JURIDICAS
1786;"6920";"ACTIVIDADES DE CONTABILIDAD; TENEDURIA DE LIBROS; AUDITORIA Y ASESORIA FISCAL"
1789;"7010";ACTIVIDADES DE LAS SEDES CENTRALES
1791;"7021";RELACIONES PUBLICAS Y COMUNICACION
1792;"7022";OTRAS ACTIVIDADES DE CONSULTORIA DE GESTION EMPRESARIAL
1795;"7111";SERVICIOS TECNICOS DE ARQUITECTURA
1796;"7112";SERVICIOS TECNICOS DE INGENIERIA Y OTRAS ACTIVIDADES RELACIONADAS CON EL ASESORAMIENTO TECNICO
1798;"7120";ENSAYOS Y ANALISIS TECNICOS
1801;"7211";INVESTIGACION Y DESARROLLO EXPERIMENTAL EN BIOTECNOLOGIA
1802;"7219";OTRA INVESTIGACION Y DESARROLLO EXPERIMENTAL EN CIENCIAS NATURALES Y TECNICAS
1804;"7220";INVESTIGACION Y DESARROLLO EXPERIMENTAL EN CIENCIAS SOCIALES Y HUMANIDADES
1807;"7311";AGENCIAS DE PUBLICIDAD
1808;"7312";SERVICIOS DE REPRESENTACION DE MEDIOS DE COMUNICACION
1810;"7320";ESTUDIO DE MERCADO Y REALIZACION DE ENCUESTAS DE OPINION PUBLICA
1813;"7410";ACTIVIDADES DE DISEÑO ESPECIALIZADO
1815;"7420";ACTIVIDADES DE FOTOGRAFIA
1817;"7430";ACTIVIDADES DE TRADUCCION E INTERPRETACION
1819;"7490";"OTRAS ACTIVIDADES PROFESIONALES; CIENTIFICAS Y TECNICAS N.C.O.P."
1822;"7500";ACTIVIDADES VETERINARIAS
1826;"7711";ALQUILER DE AUTOMOVILES Y VEHICULOS DE MOTOR LIGEROS
1827;"7712";ALQUILER DE CAMIONES
1829;"7721";ALQUILER DE ARTICULOS DE OCIO Y DEPORTIVOS
1830;"7722";ALQUILER DE CINTAS DE VIDEO Y DISCOS
1831;"7729";ALQUILER DE OTROS EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO
1833;"7731";ALQUILER DE MAQUINARIA Y EQUIPO DE USO AGRICOLA
1834;"7732";ALQUILER DE MAQUINARIA Y EQUIPO PARA LA CONSTRUCCION E INGENIERIA CIVIL
1835;"7733";"ALQUILER DE MAQUINARIA Y EQUIPO DE OFICINA; INCLUIDOS ORDENADORES"
1836;"7734";ALQUILER DE MEDIOS DE NAVEGACION
1837;"7735";ALQUILER DE MEDIOS DE TRANSPORTE AEREO
1838;"7739";"ALQUILER DE OTRA MAQUINARIA; EQUIPOS Y BIENES TANGIBLES N.C.O.P."
1840;"7740";"ARRENDAMIENTO DE LA PROPIEDAD INTELECTUAL Y PRODUCTOS SIMILARES; EXCEPTO TRABAJOS PROTEGIDOS POR LOS DERECHOS DE AUTOR"
1843;"7810";ACTIVIDADES DE LAS AGENCIAS DE COLOCACION
1845;"7820";ACTIVIDADES DE LAS EMPRESAS DE TRABAJO TEMPORAL
1847;"7830";OTRA PROVISION DE RECURSOS HUMANOS
1850;"7911";ACTIVIDADES DE LAS AGENCIAS DE VIAJES
1851;"7912";ACTIVIDADES DE LOS OPERADORES TURISTICOS
1853;"7990";OTROS SERVICIOS DE RESERVAS Y ACTIVIDADES RELACIONADAS CON LOS MISMOS
1856;"8010";ACTIVIDADES DE SEGURIDAD PRIVADA
1858;"8020";SERVICIOS DE SISTEMAS DE SEGURIDAD
1860;"8030";ACTIVIDADES DE INVESTIGACION
1863;"8110";SERVICIOS INTEGRALES A EDIFICIOS E INSTALACIONES
1865;"8121";LIMPIEZA GENERAL DE EDIFICIOS
1866;"8122";OTRAS ACTIVIDADES DE LIMPIEZA INDUSTRIAL Y DE EDIFICIOS
1867;"8129";OTRAS ACTIVIDADES DE LIMPIEZA
1869;"8130";ACTIVIDADES DE JARDINERIA
1872;"8211";SERVICIOS ADMINISTRATIVOS COMBINADOS
1873;"8219";"ACTIVIDADES DE FOTOCOPIADO; PREPARACION DE DOCUMENTOS Y OTRAS ACTIVIDADES ESPECIALIZADAS DE OFICINA"
1875;"8220";ACTIVIDADES DE LOS CENTROS DE LLAMADAS
1877;"8230";ORGANIZACION DE CONVENCIONES Y FERIAS DE MUESTRAS
1879;"8291";ACTIVIDADES DE LAS AGENCIAS DE COBROS Y DE INFORMACION COMERCIAL
1880;"8292";ACTIVIDADES DE ENVASADO Y EMPAQUETADO
1881;"8299";OTRAS ACTIVIDADES DE APOYO A LAS EMPRESAS N.C.O.P.
1885;"8411";ACTIVIDADES GENERALES DE LA ADMINISTRACION PUBLICA
1886;"8412";"REGULACION DE LAS ACTIVIDADES SANITARIAS; EDUCATIVAS Y CULTURALES Y/O REGULACION DE LAS ACTIVIDADES SANITARIAS; EDUCATIVAS Y CULTURALES Y OTROS SERVICIOS SOCIALES; EXCEPTO SEGURIDAD SOCIAL"
1887;"8413";REGULACION DE LA ACTIVIDAD ECONOMICA Y CONTRIBUCION A SU MAYOR EFICIENCIA
1889;"8421";ASUNTOS EXTERIORES
1890;"8422";DEFENSA
1891;"8423";JUSTICIA
1892;"8424";ORDEN PUBLICO Y SEGURIDAD
1893;"8425";PROTECCION CIVIL
1895;"8430";SEGURIDAD SOCIAL OBLIGATORIA
1899;"8510";EDUCACION PREPRIMARIA
1901;"8520";EDUCACION PRIMARIA
1903;"8531";EDUCACION SECUNDARIA GENERAL
1904;"8532";EDUCACION SECUNDARIA TECNICA Y PROFESIONAL
1906;"8541";EDUCACION POSTSECUNDARIA NO TERCIARIA
1907;"8543";EDUCACION UNIVERSITARIA
1908;"8544";EDUCACION TERCIARIA NO UNIVERSITARIA
1910;"8551";EDUCACION DEPORTIVA Y RECREATIVA
1911;"8552";EDUCACION CULTURAL
1912;"8553";ACTIVIDADES DE LAS ESCUELAS DE CONDUCCION Y PILOTAJE
1913;"8559";OTRA EDUCACION N.C.O.P.
1915;"8560";ACTIVIDADES AUXILIARES A LA EDUCACION
1919;"8610";ACTIVIDADES HOSPITALARIAS
1921;"8621";ACTIVIDADES DE MEDICINA GENERAL
1922;"8622";ACTIVIDADES DE MEDICINA ESPECIALIZADA
1923;"8623";ACTIVIDADES ODONTOLOGICAS
1925;"8690";OTRAS ACTIVIDADES SANITARIAS
1928;"8710";ASISTENCIA EN ESTABLECIMIENTOS RESIDENCIALES CON CUIDADOS SANITARIOS
1930;"8720";"ASISTENCIA EN ESTABLECIMIENTOS RESIDENCIALES PARA PERSONAS CON DISCAPACIDAD INTELECTUAL; ENFERMEDAD MENTAL Y DROGODEPENDENCIA"
1932;"8731";ASISTENCIA EN ESTABLECIMIENTOS RESIDENCIALES PARA PERSONAS MAYORES
1933;"8732";ASISTENCIA EN ESTABLECIMIENTOS RESIDENCIALES PARA PERSONAS CON DISCAPACIDAD FISICA
1935;"8790";OTRAS ACTIVIDADES DE ASISTENCIA EN ESTABLECIMIENTOS RESIDENCIALES
1938;"8811";ACTIVIDADES DE SERVICIOS SOCIALES SIN ALOJAMIENTO PARA PERSONAS MAYORES
1939;"8812";ACTIVIDADES DE SERVICIOS SOCIALES SIN ALOJAMIENTO PARA PERSONAS CON DISCAPACIDAD
1941;"8891";ACTIVIDADES DE CUIDADO DIURNO DE NIÑOS
1942;"8899";OTROS ACTIVIDADES DE SERVICIOS SOCIALES SIN ALOJAMIENTO N.C.O.P.
1946;"9001";ARTES ESCENICAS
1947;"9002";ACTIVIDADES AUXILIARES A LAS ARTES ESCENICAS
1948;"9003";CREACION ARTISTICA Y LITERARIA
1949;"9004";GESTION DE SALAS DE ESPECTACULOS
1952;"9102";ACTIVIDADES DE MUSEOS
1953;"9103";GESTION DE LUGARES Y EDIFICIOS HISTORICOS
1954;"9104";"ACTIVIDADES DE LOS JARDINES BOTANICOS; PARQUES ZOOLOGICOS Y RESERVAS NATURALES"
1955;"9105";ACTIVIDADES DE BIBLIOTECAS
1956;"9106";ACTIVIDADES DE ARCHIVOS
1959;"9200";ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS
1962;"9311";GESTION DE INSTALACIONES DEPORTIVAS
1963;"9312";ACTIVIDADES DE LOS CLUBES DEPORTIVOS
1964;"9313";ACTIVIDADES DE LOS GIMNASIOS
1965;"9319";OTRAS ACTIVIDADES DEPORTIVAS
1967;"9321";ACTIVIDADES DE LOS PARQUES DE ATRACCIONES Y LOS PARQUES TEMATICOS
1968;"9329";OTRAS ACTIVIDADES RECREATIVAS Y DE ENTRETENIMIENTO
1972;"9411";ACTIVIDADES DE ORGANIZACIONES EMPRESARIALES Y PATRONALES
1973;"9412";ACTIVIDADES DE ORGANIZACIONES PROFESIONALES
1975;"9420";ACTIVIDADES SINDICALES
1977;"9491";ACTIVIDADES DE ORGANIZACIONES RELIGIOSAS
1978;"9492";ACTIVIDADES DE ORGANIZACIONES POLITICAS
1979;"9499";OTRAS ACTIVIDADES ASOCIATIVAS N.C.O.P.
1982;"9511";REPARACION DE ORDENADORES Y EQUIPOS PERIFERICOS
1983;"9512";REPARACION DE EQUIPOS DE COMUNICACION
1985;"9521";REPARACION DE APARATOS ELECTRONICOS DE AUDIO Y VIDEO DE USO DOMESTICO
1986;"9522";REPARACION DE APARATOS ELECTRODOMESTICOS Y DE EQUIPOS PARA EL HOGAR Y EL JARDIN
1987;"9523";REPARACION DE CALZADO Y ARTICULOS DE CUERO
1988;"9524";REPARACION DE MUEBLES Y ARTICULOS DE MENAJE
1989;"9525";REPARACION DE RELOJES Y JOYERIA
1990;"9529";REPARACION DE OTROS EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO
1993;"9601";LAVADO Y LIMPIEZA DE PRENDAS TEXTILES Y DE PIEL
1994;"9602";PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA
1995;"9603";POMPAS FUNEBRES Y ACTIVIDADES RELACIONADAS
1996;"9604";ACTIVIDADES DE MANTENIMIENTO FISICO
1997;"9609";OTRAS SERVICIOS PERSONALES N.C.O.P.
2001;"9700";ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES DE PERSONAL DOMESTICO
2004;"9810";ACTIVIDADES DE LOS HOGARES COMO PRODUCTORES DE BIENES PARA USO PROPIO
2006;"9820";ACTIVIDADES DE LOS HOGARES COMO PRODUCTORES DE SERVICIOS PARA USO PROPIO
2010;"9900";ACTIVIDADES DE ORGANIZACIONES Y ORGANISMOS EXTRATERRITORIALES
2118;"257";"FABRICACION DE ARTICULOS DE CUCHILLERIA Y CUBERTERIA; HERRAMIENTAS Y FERRETERIA"
2119;"259";FABRICACION DE OTROS PRODUCTOS METALICOS
2120;"26";"FABRICACION DE PRODUCTOS INFORMATICOS; ELECTRONICOS Y OPTICOS"
2121;"261";FABRICACION DE COMPONENTES ELECTRONICOS Y CIRCUITOS IMPRESOS ENSAMBLADOS
2122;"262";FABRICACION DE ORDENADORES Y EQUIPOS PERIFERICOS
2123;"263";FABRICACION DE EQUIPOS DE TELECOMUNICACIONES
2124;"264";FABRICACION DE PRODUCTOS ELECTRONICOS DE CONSUMO
2125;"265";"FABRICACION DE INSTRUMENTOS Y APARATOS DE MEDIDA; VERIFICACION Y NAVEGACION; FABRICACION DE RELOJES"
2126;"266";"FABRICACION DE EQUIPOS DE RADIACION; ELECTROMEDICOS Y ELECTROTERAPEUTICOS"
2127;"267";FABRICACION DE INSTRUMENTOS DE OPTICA Y EQUIPO FOTOGRAFICO
2128;"268";FABRICACION DE SOPORTES MAGNETICOS Y OPTICOS
2129;"27";FABRICACION DE MATERIAL Y EQUIPO ELECTRICO
2130;"271";"FABRICACION DE MOTORES; GENERADORES Y TRANSFORMADORES ELECTRICOS; Y DE APARATOS DE DISTRIBUCION Y CONTROL ELECTRICO"
2131;"272";FABRICACION DE PILAS Y ACUMULADORES ELECTRICOS
2132;"273";FABRICACION DE CABLES Y DISPOSITIVOS DE CABLEADO
2133;"274";FABRICACION DE LAMPARAS Y APARATOS ELECTRICOS DE ILUMINACION
2134;"275";FABRICACION DE APARATOS DOMESTICOS
2135;"279";FABRICACION DE OTRO MATERIAL Y EQUIPO ELECTRICO
2136;"28";FABRICACION DE MAQUINARIA Y EQUIPO N.C.O.P.
2137;"281";FABRICACION DE MAQUINARIA DE USO GENERAL
2138;"282";FABRICACION DE OTRA MAQUINARIA DE USO GENERAL
2139;"283";FABRICACION DE MAQUINARIA AGRARIA Y FORESTAL
2140;"284";FABRICACION DE MAQUINAS HERRAMIENTA PARA TRABAJAR EL METAL Y OTRAS MAQUINAS HERRAMIENTA
2141;"289";FABRICACION DE OTRA MAQUINARIA PARA USOS ESPECIFICOS
2142;"29";"FABRICACION DE VEHICULOS DE MOTOR; REMOLQUES Y SEMIRREMOLQUES"
2143;"291";FABRICACION DE VEHICULOS DE MOTOR
2144;"292";FABRICACION DE CARROCERIAS PARA VEHICULOS DE MOTOR; FABRICACION DE REMOLQUES Y SEMIRREMOLQUES
2145;"293";"FABRICACION DE COMPONENTES; PIEZAS Y ACCESORIOS PARA VEHICULOS DE MOTOR"
2146;"30";FABRICACION DE OTRO MATERIAL DE TRANSPORTE
2147;"301";CONSTRUCCION NAVAL
2148;"302";FABRICACION DE LOCOMOTORAS Y MATERIAL FERROVIARIO
2149;"303";CONSTRUCCION AERONAUTICA Y ESPACIAL Y SU MAQUINARIA
2150;"304";FABRICACION DE VEHICULOS MILITARES DE COMBATE
2151;"309";FABRICACION DE OTRO MATERIAL DE TRANSPORTE N.C.O.P.
2152;"31";FABRICACION DE MUEBLES
2153;"310";FABRICACION DE MUEBLES
2154;"32";OTRAS INDUSTRIAS MANUFACTURERAS
2155;"321";"FABRICACION DE ARTICULOS DE JOYERIA; BISUTERIA Y SIMILARES"
2156;"322";FABRICACION DE INSTRUMENTOS MUSICALES
2157;"323";FABRICACION DE ARTICULOS DE DEPORTE
2158;"324";FABRICACION DE JUEGOS Y JUGUETES
2159;"325";FABRICACION DE INSTRUMENTOS Y SUMINISTROS MEDICOS Y ODONTOLOGICOS
2160;"329";INDUSTRIAS MANUFACTURERAS N.C.O.P.
2161;"33";REPARACION E INSTALACION DE MAQUINARIA Y EQUIPO
2162;"331";"REPARACION DE PRODUCTOS METALICOS; MAQUINARIA Y EQUIPO"
2163;"332";INSTALACION DE MAQUINAS Y EQUIPOS INDUSTRIALES
2164;D;"SUMINISTRO DE ENERGIA ELECTRICA; GAS; VAPOR Y AIRE ACONDICIONADO"
2165;"35";"SUMINISTRO DE ENERGIA ELECTRICA; GAS; VAPOR Y AIRE ACONDICIONADO"
2166;"351";"PRODUCCION; TRANSPORTE Y DISTRIBUCION DE ENERGIA ELECTRICA"
2167;"352";PRODUCCION DE GAS; DISTRIBUCION POR TUBERIA DE COMBUSTIBLES GASEOSOS
2168;"353";SUMINISTRO DE VAPOR Y AIRE ACONDICIONADO
2169;E;"SUMINISTRO DE AGUA; ACTIVIDADES DE SANEAMIENTO; GESTION DE RESIDUOS Y DESCONTAMINACION"
2170;"36";"CAPTACION; DEPURACION Y DISTRIBUCION DE AGUA"
2171;"360";"CAPTACION; DEPURACION Y DISTRIBUCION DE AGUA"
2172;"37";RECOGIDA Y TRATAMIENTO DE AGUAS RESIDUALES
2173;"370";RECOGIDA Y TRATAMIENTO DE AGUAS RESIDUALES
2174;"38";"RECOGIDA; TRATAMIENTO Y ELIMINACION DE RESIDUOS; VALORIZACION"
2175;"381";RECOGIDA DE RESIDUOS
2176;"382";TRATAMIENTO Y ELIMINACION DE RESIDUOS
2177;"383";VALORIZACION
2178;"39";ACTIVIDADES DE DESCONTAMINACION Y OTROS SERVICIOS DE GESTION DE RESIDUOS
2179;"390";ACTIVIDADES DE DESCONTAMINACION Y OTROS SERVICIOS DE GESTION DE RESIDUOS
2180;F;CONSTRUCCION
2181;"41";CONSTRUCCION DE EDIFICIOS
2182;"411";PROMOCION INMOBILIARIA
2183;"412";CONSTRUCCION DE EDIFICIOS
2184;"42";INGENIERIA CIVIL
2185;"421";"CONSTRUCCION DE CARRETERAS Y VIAS FERREAS; PUENTES Y TUNELES"
2186;"422";CONSTRUCCION DE REDES
2187;"429";CONSTRUCCION DE OTROS PROYECTOS DE INGENIERIA CIVIL
2188;"43";ACTIVIDADES DE CONSTRUCCION ESPECIALIZADA
2189;"431";DEMOLICION Y PREPARACION DE TERRENOS
2011;A;"AGRICULTURA; GANADERIA; SILVICULTURA Y PESCA"
2012;"01";"AGRICULTURA; GANADERIA; CAZA Y SERVICIOS RELACIONADOS CON LAS MISMAS"
2013;"011";CULTIVOS NO PERENNES
2014;"012";CULTIVOS PERENNES
2015;"013";PROPAGACION DE PLANTAS
2016;"014";PRODUCCION GANADERA
2017;"015";PRODUCCION AGRICOLA COMBINADA CON LA PRODUCCION GANADERA
2018;"016";"ACTIVIDADES DE APOYO A LA AGRICULTURA; A LA GANADERIA Y DE PREPARACION POSTERIOR A LA COSECHA"
