"ID";"CNAE";"DESCRIPCION"
2019;"017";"CAZA; CAPTURA DE ANIMALES Y SERVICIOS RELACIONADOS CON LAS MISMAS"
2020;"02";SILVICULTURA Y EXPLOTACION FORESTAL
2021;"021";SILVICULTURA Y OTRAS ACTIVIDADES FORESTALES
2022;"022";EXPLOTACION DE LA MADERA
2023;"023";"RECOLECCION DE PRODUCTOS SILVESTRES; EXCEPTO MADERA"
2024;"024";SERVICIOS DE APOYO A LA SILVICULTURA
2025;"03";PESCA Y ACUICULTURA
2026;"031";PESCA
2027;"032";ACUICULTURA
2028;B;INDUSTRIAS EXTRACTIVAS
2029;"05";"EXTRACCION DE ANTRACITA; HULLA Y LIGNITO"
2030;"051";EXTRACCION DE ANTRACITA Y HULLA
2031;"052";EXTRACCION DE LIGNITO
2032;"06";EXTRACCION DE CRUDO DE PETROLEO Y GAS NATURAL
2033;"061";EXTRACCION DE CRUDO DE PETROLEO
2034;"062";EXTRACCION DE GAS NATURAL
2035;"07";EXTRACCION DE MINERALES METALICOS
2036;"071";EXTRACCION DE MINERALES DE HIERRO
2037;"072";EXTRACCION DE MINERALES METALICOS NO FERREOS
2038;"08";OTRAS INDUSTRIAS EXTRACTIVAS
2039;"081";"EXTRACCION DE PIEDRA; ARENA Y ARCILLA"
2040;"089";INDUSTRIAS EXTRACTIVAS N.C.O.P.
2041;"09";ACTIVIDADES DE APOYO A LAS INDUSTRIAS EXTRACTIVAS
2042;"091";ACTIVIDADES DE APOYO A LA EXTRACCION DE PETROLEO Y GAS NATURAL
2043;"099";ACTIVIDADES DE APOYO A OTRAS INDUSTRIAS EXTRACTIVAS
2044;C;INDUSTRIA MANUFACTURERA
2045;"10";INDUSTRIA DE LA ALIMENTACION
2046;"101";PROCESADO Y CONSERVACION DE CARNE Y ELABORACION DE PRODUCTOS CARNICOS
2047;"102";"PROCESADO Y CONSERVACION DE PESCADOS; CRUSTACEOS Y MOLUSCOS"
2048;"103";PROCESADO Y CONSERVACION DE FRUTAS Y HORTALIZAS
2049;"104";FABRICACION DE ACEITES Y GRASAS VEGETALES Y ANIMALES
2050;"105";FABRICACION DE PRODUCTOS LACTEOS
2051;"106";"FABRICACION DE PRODUCTOS DE MOLINERIA; ALMIDONES Y PRODUCTOS AMILACEOS"
2052;"107";FABRICACION DE PRODUCTOS DE PANADERIA Y PASTAS ALIMENTICIAS
2053;"108";FABRICACION DE OTROS PRODUCTOS ALIMENTICIOS
2054;"109";FABRICACION DE PRODUCTOS PARA LA ALIMENTACION ANIMAL
2055;"11";FABRICACION DE BEBIDAS
2056;"110";FABRICACION DE BEBIDAS
2057;"12";INDUSTRIA DEL TABACO
2058;"120";INDUSTRIA DEL TABACO
2059;"13";INDUSTRIA TEXTIL
2060;"131";PREPARACION E HILADO DE FIBRAS TEXTILES
2061;"132";FABRICACION DE TEJIDOS TEXTILES
2062;"133";ACABADO DE TEXTILES
2063;"139";FABRICACION DE OTROS PRODUCTOS TEXTILES
2064;"14";CONFECCION DE PRENDAS DE VESTIR
2065;"141";"CONFECCION DE PRENDAS DE VESTIR; EXCEPTO DE PELETERIA"
2066;"142";FABRICACION DE ARTICULOS DE PELETERIA
2067;"143";CONFECCION DE PRENDAS DE VESTIR DE PUNTO
2068;"15";INDUSTRIA DEL CUERO Y DEL CALZADO
2069;"151";"PREPARACION; CURTIDO Y ACABADO DEL CUERO; FABRICACION DE ARTICULOS DE MARROQUINERIA; VIAJE Y DE GUARNICIONERIA Y TALABARTERIA; PREPARACION Y TEÑIDO DE PIELES"
2070;"152";FABRICACION DE CALZADO
2071;"16";"INDUSTRIA DE LA MADERA Y DEL CORCHO; EXCEPTO MUEBLES; CESTERIA Y ESPARTERIA"
2072;"161";ASERRADO Y CEPILLADO DE LA MADERA
2073;"162";"FABRICACION DE PRODUCTOS DE MADERA; CORCHO; CESTERIA Y ESPARTERIA"
2074;"17";INDUSTRIA DEL PAPEL
2075;"171";"FABRICACION DE PASTA PAPELERA; PAPEL Y CARTON"
2076;"172";FABRICACION DE ARTICULOS DE PAPEL Y DE CARTON
2077;"18";ARTES GRAFICAS Y REPRODUCCION DE SOPORTES GRABADOS
2078;"181";ARTES GRAFICAS Y SERVICIOS RELACIONADOS CON LAS MISMAS
2079;"182";REPRODUCCION DE SOPORTES GRABADOS
2080;"19";COQUERIAS Y REFINO DE PETROLEO
2081;"191";COQUERIAS
2082;"192";REFINO DE PETROLEO
2083;"20";INDUSTRIA QUIMICA
2084;"201";"FABRICACION DE PRODUCTOS QUIMICOS BASICOS; COMPUESTOS NITROGENADOS; FERTILIZANTES; PLASTICOS Y CAUCHO SINTETICO EN FORMAS PRIMARIAS"
2085;"202";FABRICACION DE PESTICIDAS Y OTROS PRODUCTOS AGROQUIMICOS
2086;"203";"FABRICACION DE PINTURAS; BARNICES Y REVESTIMIENTOS SIMILARES; TINTAS DE IMPRENTA Y MASILLAS"
2087;"204";"FABRICACION DE JABONES; DETERGENTES Y OTROS ARTICULOS DE LIMPIEZA Y ABRILLANTAMIENTO; FABRICACION DE PERFUMES Y COSMETICOS"
2088;"205";FABRICACION DE OTROS PRODUCTOS QUIMICOS
2089;"206";FABRICACION DE FIBRAS ARTIFICIALES Y SINTETICAS
2090;"21";FABRICACION DE PRODUCTOS FARMACEUTICOS
2091;"211";FABRICACION DE PRODUCTOS FARMACEUTICOS DE BASE
2092;"212";FABRICACION DE ESPECIALIDADES FARMACEUTICAS
2093;"22";FABRICACION DE PRODUCTOS DE CAUCHO Y PLASTICOS
2094;"221";FABRICACION DE PRODUCTOS DE CAUCHO
2095;"222";FABRICACION DE PRODUCTOS DE PLASTICO
2096;"23";FABRICACION DE OTROS PRODUCTOS MINERALES NO METALICOS
2097;"231";FABRICACION DE VIDRIO Y PRODUCTOS DE VIDRIO
2098;"232";FABRICACION DE PRODUCTOS CERAMICOS REFRACTARIOS
2099;"233";FABRICACION DE PRODUCTOS CERAMICOS PARA LA CONSTRUCCION
2100;"234";FABRICACION DE OTROS PRODUCTOS CERAMICOS
2101;"235";"FABRICACION DE CEMENTO; CAL Y YESO"
2102;"236";"FABRICACION DE ELEMENTOS DE HORMIGON; CEMENTO Y YESO"
2103;"237";"CORTE; TALLADO Y ACABADO DE LA PIEDRA"
2104;"239";FABRICACION DE PRODUCTOS ABRASIVOS Y PRODUCTOS MINERALES NO METALICOS N.C.O.P.
2105;"24";"METALURGIA; FABRICACION DE PRODUCTOS DE HIERRO; ACERO Y FERROALEACIONES"
2106;"241";"FABRICACION DE PRODUCTOS BASICOS DE HIERRO; ACERO Y FERROALEACIONES"
2107;"242";"FABRICACION DE TUBOS; TUBERIAS; PERFILES HUECOS Y SUS ACCESORIOS; DE ACERO"
2108;"243";FABRICACION DE OTROS PRODUCTOS DE PRIMERA TRANSFORMACION DEL ACERO
2109;"244";PRODUCCION DE METALES PRECIOSOS Y DE OTROS METALES NO FERREOS
2110;"245";FUNDICION DE METALES
2111;"25";"FABRICACION DE PRODUCTOS METALICOS; EXCEPTO MAQUINARIA Y EQUIPO"
2112;"251";FABRICACION DE ELEMENTOS METALICOS PARA LA CONSTRUCCION
2113;"252";"FABRICACION DE CISTERNAS; GRANDES DEPOSITOS Y CONTENEDORES DE METAL"
2114;"253";"FABRICACION DE GENERADORES DE VAPOR; EXCEPTO CALDERAS DE CALEFACCION CENTRAL"
2115;"254";FABRICACION DE ARMAS Y MUNICIONES
2116;"255";"FORJA; ESTAMPACION Y EMBUTICION DE METALES; METALURGIA DE POLVOS"
2117;"256";TRATAMIENTO Y REVESTIMIENTO DE METALES; INGENIERIA MECANICA POR CUENTA DE TERCEROS
1188;"1723";FABRICACION DE ARTICULOS DE PAPELERIA
1189;"1724";FABRICACION DE PAPELES PINTADOS
1190;"1729";FABRICACION DE OTROS ARTICULOS DE PAPEL Y CARTON
1193;"1811";ARTES GRAFICAS Y SERVICIOS RELACIONADOS CON LAS MISMAS
1194;"1812";OTRAS ACTIVIDADES DE IMPRESION Y ARTES GRAFICAS
1195;"1813";SERVICIOS DE PREIMPRESION Y PREPARACION DE SOPORTES
1196;"1814";ENCUADERNACION Y SERVICIOS RELACIONADOS CON LA MISMA
1198;"1820";REPRODUCCION DE SOPORTES GRABADOS
1201;"1910";COQUERIAS
1203;"1920";REFINO DE PETROLEO
1206;"2011";FABRICACION DE GASES INDUSTRIALES
1207;"2012";FABRICACION DE COLORANTES Y PIGMENTOS
1208;"2013";FABRICACION DE OTROS PRODUCTOS BASICOS DE QUIMICA INORGANICA
1209;"2014";FABRICACION DE OTROS PRODUCTOS BASICOS DE QUIMICA ORGANICA
1210;"2015";FABRICACION DE FERTILIZANTES Y COMPUESTOS NITROGENADOS
1211;"2016";FABRICACION DE PLASTICOS EN FORMAS PRIMARIAS
1212;"2017";FABRICACION DE CAUCHO SINTETICO EN FORMAS PRIMARIAS
1214;"2020";FABRICACION DE PESTICIDAS Y OTROS PRODUCTOS AGROQUIMICOS
1216;"2030";"FABRICACION DE PINTURAS; BARNICES Y REVESTIMIENTOS SIMILARES; TINTAS DE IMPRENTA Y MASILLAS"
1218;"2041";"FABRICACION DE JABONES; DETERGENTES Y OTROS ARTICULOS DE LIMPIEZA Y ABRILLANTAMIENTO"
1219;"2042";FABRICACION DE PERFUMES Y COSMETICOS
1221;"2051";FABRICACION DE EXPLOSIVOS
1222;"2052";FABRICACION DE COLAS
1223;"2053";FABRICACION DE ACEITES ESENCIALES
1224;"2059";FABRICACION DE OTROS PRODUCTOS QUIMICOS N.C.O.P.
1226;"2060";FABRICACION DE FIBRAS ARTIFICIALES Y SINTETICAS
1229;"2110";FABRICACION DE PRODUCTOS FARMACEUTICOS DE BASE
1231;"2120";FABRICACION DE ESPECIALIDADES FARMACEUTICAS
1234;"2211";FABRICACION DE NEUMATICOS Y CAMARAS DE CAUCHO; RECONSTRUCCION Y RECAUCHUTADO DE NEUMATICOS
1235;"2219";FABRICACION DE OTROS PRODUCTOS DE CAUCHO
1237;"2221";"FABRICACION DE PLACAS; HOJAS; TUBOS Y PERFILES DE PLASTICO"
1238;"2222";FABRICACION DE ENVASES Y EMBALAJES DE PLASTICO
1239;"2223";FABRICACION DE PRODUCTOS DE PLASTICO PARA LA CONSTRUCCION
1240;"2229";FABRICACION DE OTROS PRODUCTOS DE PLASTICO
1243;"2311";FABRICACION DE VIDRIO PLANO
1244;"2312";MANIPULADO Y TRANSFORMACION DE VIDRIO PLANO
1245;"2313";FABRICACION DE VIDRIO HUECO
1246;"2314";FABRICACION DE FIBRA DE VIDRIO
1247;"2319";"FABRICACION Y MANIPULADO DE OTRO VIDRIO; INCLUIDO EL VIDRIO TECNICO"
1249;"2320";FABRICACION DE PRODUCTOS CERAMICOS REFRACTARIOS
1251;"2331";FABRICACION DE AZULEJOS Y BALDOSAS DE CERAMICA
1252;"2332";"FABRICACION DE LADRILLOS; TEJAS Y PRODUCTOS DE TIERRAS COCIDAS PARA LA CONSTRUCCION"
1254;"2341";FABRICACION DE ARTICULOS CERAMICOS DE USO DOMESTICO Y ORNAMENTAL
1255;"2342";FABRICACION DE APARATOS SANITARIOS CERAMICOS
1256;"2343";FABRICACION DE AISLADORES Y PIEZAS AISLANTES DE MATERIAL CERAMICO
1257;"2344";FABRICACION DE OTROS PRODUCTOS CERAMICOS DE USO TECNICO
1258;"2349";FABRICACION DE OTROS PRODUCTOS CERAMICOS
1260;"2351";FABRICACION DE CEMENTO
1261;"2352";FABRICACION DE CAL Y YESO
1263;"2361";FABRICACION DE ELEMENTOS DE HORMIGON PARA LA CONSTRUCCION
1264;"2362";FABRICACION DE ELEMENTOS DE YESO PARA LA CONSTRUCCION
1265;"2363";FABRICACION DE HORMIGON FRESCO
1266;"2364";FABRICACION DE MORTERO
1267;"2365";FABRICACION DE FIBROCEMENTO
1268;"2369";"FABRICACION DE OTROS PRODUCTOS DE HORMIGON; YESO Y CEMENTO"
1270;"2370";"CORTE; TALLADO Y ACABADO DE LA PIEDRA"
1272;"2391";FABRICACION DE PRODUCTOS ABRASIVOS
1273;"2399";FABRICACION DE OTROS PRODUCTOS MINERALES NO METALICOS N.C.O.P.
1276;"2410";"FABRICACION DE PRODUCTOS BASICOS DE HIERRO; ACERO Y FERROALEACIONES"
1278;"2420";"FABRICACION DE TUBOS; TUBERIAS; PERFILES HUECOS Y SUS ACCESORIOS; DE ACERO"
1280;"2431";ESTIRADO EN FRIO
1281;"2432";LAMINACION EN FRIO
1282;"2433";PRODUCCION DE PERFILES EN FRIO POR CONFORMACION CON PLEGADO
1283;"2434";TREFILADO EN FRIO
1285;"2441";PRODUCCION DE METALES PRECIOSOS
1286;"2442";PRODUCCION DE ALUMINIO
1287;"2443";"PRODUCCION DE PLOMO; ZINC Y ESTAÑO"
1288;"2444";PRODUCCION DE COBRE
1289;"2445";PRODUCCION DE OTROS METALES NO FERREOS
1290;"2446";PROCESAMIENTO DE COMBUSTIBLES NUCLEARES
1292;"2451";FUNDICION DE HIERRO
1293;"2452";FUNDICION DE ACERO
1294;"2453";FUNDICION DE METALES LIGEROS
1295;"2454";FUNDICION DE OTROS METALES NO FERREOS
1298;"2511";FABRICACION DE ESTRUCTURAS METALICAS Y SUS COMPONENTES
1299;"2512";FABRICACION DE CARPINTERIA METALICA
1301;"2521";FABRICACION DE RADIADORES Y CALDERAS PARA CALEFACCION CENTRAL
1302;"2529";"FABRICACION DE OTRAS CISTERNAS; GRANDES DEPOSITOS Y CONTENEDORES DE METAL"
1304;"2530";"FABRICACION DE GENERADORES DE VAPOR; EXCEPTO CALDERAS DE CALEFACCION CENTRAL"
1306;"2540";FABRICACION DE ARMAS Y MUNICIONES
1308;"2550";"FORJA; ESTAMPACION Y EMBUTICION DE METALES; METALURGIA DE POLVOS"
1310;"2561";TRATAMIENTO Y REVESTIMIENTO DE METALES
1311;"2562";INGENIERIA MECANICA POR CUENTA DE TERCEROS
1313;"2571";FABRICACION DE ARTICULOS DE CUCHILLERIA Y CUBERTERIA
1314;"2572";FABRICACION DE CERRADURAS Y HERRAJES
1315;"2573";FABRICACION DE HERRAMIENTAS
1317;"2591";FABRICACION DE BIDONES Y TONELES DE HIERRO O ACERO
1318;"2592";FABRICACION DE ENVASES Y EMBALAJES METALICOS LIGEROS
1319;"2593";"FABRICACION DE PRODUCTOS DE ALAMBRE; CADENAS Y MUELLES"
1320;"2594";FABRICACION DE PERNOS Y PRODUCTOS DE TORNILLERIA
1321;"2599";FABRICACION DE OTROS PRODUCTOS METALICOS N.C.O.P.
1324;"2611";FABRICACION DE COMPONENTES ELECTRONICOS
1325;"2612";FABRICACION DE CIRCUITOS IMPRESOS ENSAMBLADOS
1327;"2620";FABRICACION DE ORDENADORES Y EQUIPOS PERIFERICOS
1329;"2630";FABRICACION DE EQUIPOS DE TELECOMUNICACIONES
1331;"2640";FABRICACION DE PRODUCTOS ELECTRONICOS DE CONSUMO
1333;"2651";"FABRICACION DE INSTRUMENTOS Y APARATOS DE MEDIDA; VERIFICACION Y NAVEGACION"
1334;"2652";FABRICACION DE RELOJES
1336;"2660";"FABRICACION DE EQUIPOS DE RADIACION; ELECTROMEDICOS Y ELECTROTERAPEUTICOS"
1338;"2670";FABRICACION DE INSTRUMENTOS DE OPTICA Y EQUIPO FOTOGRAFICO
1340;"2680";FABRICACION DE SOPORTES MAGNETICOS Y OPTICOS
1343;"2711";"FABRICACION DE MOTORES; GENERADORES Y TRANSFORMADORES ELECTRICOS"
1344;"2712";FABRICACION DE APARATOS DE DISTRIBUCION Y CONTROL ELECTRICO
1346;"2720";FABRICACION DE PILAS Y ACUMULADORES ELECTRICOS
1348;"2731";FABRICACION DE CABLES DE FIBRA OPTICA
1349;"2732";FABRICACION DE OTROS HILOS Y CABLES ELECTRONICOS Y ELECTRICOS
1350;"2733";FABRICACION DE DISPOSITIVOS DE CABLEADO
1352;"2740";FABRICACION DE LAMPARAS Y APARATOS ELECTRICOS DE ILUMINACION
1354;"2751";FABRICACION DE ELECTRODOMESTICOS
1355;"2752";FABRICACION DE APARATOS DOMESTICOS NO ELECTRICOS
1357;"2790";FABRICACION DE OTRO MATERIAL Y EQUIPO ELECTRICO
1360;"2811";"FABRICACION DE MOTORES Y TURBINAS; EXCEPTO LOS DESTINADOS A AERONAVES; VEHICULOS AUTOMOVILES Y CICLOMOTORES"
1361;"2812";FABRICACION DE EQUIPOS DE TRANSMISION HIDRAULICA Y NEUMATICA
1362;"2813";FABRICACION DE OTRAS BOMBAS Y COMPRESORES
1363;"2814";FABRICACION DE OTRA GRIFERIA Y VALVULAS
1364;"2815";"FABRICACION DE COJINETES; ENGRANAJES Y ORGANOS MECANICOS DE TRANSMISION"
1366;"2821";FABRICACION DE HORNOS Y QUEMADORES
1367;"2822";FABRICACION DE MAQUINARIA DE ELEVACION Y MANIPULACION
1368;"2823";"FABRICACION DE MAQUINAS Y EQUIPOS DE OFICINA; EXCEPTO EQUIPOS INFORMATICOS"
1369;"2824";FABRICACION DE HERRAMIENTAS ELECTRICAS MANUALES
1370;"2825";FABRICACION DE MAQUINARIA DE VENTILACION Y REFRIGERACION NO DOMESTICA
1371;"2829";FABRICACION DE OTRA MAQUINARIA DE USO GENERAL N.C.O.P.
1373;"2830";FABRICACION DE MAQUINARIA AGRARIA Y FORESTAL
1375;"2841";FABRICACION DE MAQUINAS HERRAMIENTA PARA TRABAJAR EL METAL
1376;"2849";FABRICACION DE OTRAS MAQUINAS HERRAMIENTA
1378;"2891";FABRICACION DE MAQUINARIA PARA LA INDUSTRIA METALURGICA
1379;"2892";FABRICACION DE MAQUINARIA PARA LAS INDUSTRIAS EXTRACTIVAS Y DE LA CONSTRUCCION
1380;"2893";"FABRICACION DE MAQUINARIA PARA LA INDUSTRIA DE LA ALIMENTACION; BEBIDAS Y TABACO"
1381;"2894";"FABRICACION DE MAQUINARIA PARA LAS INDUSTRIAS TEXTIL; DE LA CONFECCION Y DEL CUERO"
1382;"2895";FABRICACION DE MAQUINARIA PARA LA INDUSTRIA DEL PAPEL Y DEL CARTON
1383;"2896";FABRICACION DE MAQUINARIA PARA LA INDUSTRIA DEL PLASTICO Y EL CAUCHO
1384;"2899";FABRICACION DE OTRA MAQUINARIA PARA USOS ESPECIFICOS N.C.O.P.
1387;"2910";FABRICACION DE VEHICULOS DE MOTOR
1389;"2920";FABRICACION DE CARROCERIAS PARA VEHICULOS DE MOTOR; FABRICACION DE REMOLQUES Y SEMIRREMOLQUES
1391;"2931";FABRICACION DE EQUIPOS ELECTRICOS Y ELECTRONICOS PARA VEHICULOS DE MOTOR
1392;"2932";"FABRICACION DE OTROS COMPONENTES; PIEZAS Y ACCESORIOS PARA VEHICULOS DE MOTOR"
1395;"3011";CONSTRUCCION DE BARCOS Y ESTRUCTURAS FLOTANTES
1396;"3012";CONSTRUCCION DE EMBARCACIONES DE RECREO Y DEPORTE
1398;"3020";FABRICACION DE LOCOMOTORAS Y MATERIAL FERROVIARIO
1400;"3030";CONSTRUCCION AERONAUTICA Y ESPACIAL Y SU MAQUINARIA
1402;"3040";FABRICACION DE VEHICULOS MILITARES DE COMBATE
1404;"3091";FABRICACION DE MOTOCICLETAS
1405;"3092";FABRICACION DE BICICLETAS Y DE VEHICULOS PARA PERSONAS CON DISCAPACIDAD
1406;"3099";FABRICACION DE OTRO MATERIAL DE TRANSPORTE N.C.O.P.
1409;"3101";FABRICACION DE MUEBLES DE OFICINA Y DE ESTABLECIMIENTOS COMERCIALES
1410;"3102";FABRICACION DE MUEBLES DE COCINA
1411;"3103";FABRICACION DE COLCHONES
1412;"3109";FABRICACION DE OTROS MUEBLES
1415;"3211";FABRICACION DE MONEDAS
1416;"3212";FABRICACION DE ARTICULOS DE JOYERIA Y ARTICULOS SIMILARES
1417;"3213";FABRICACION DE ARTICULOS DE BISUTERIA Y ARTICULOS SIMILARES
1419;"3220";FABRICACION DE INSTRUMENTOS MUSICALES
1421;"3230";FABRICACION DE ARTICULOS DE DEPORTE
1423;"3240";FABRICACION DE JUEGOS Y JUGUETES
1425;"3250";FABRICACION DE INSTRUMENTOS Y SUMINISTROS MEDICOS Y ODONTOLOGICOS
1427;"3291";"FABRICACION DE ESCOBAS; BROCHAS Y CEPILLOS"
1428;"3299";OTRAS INDUSTRIAS MANUFACTURERAS N.C.O.P.
1431;"3311";REPARACION DE PRODUCTOS METALICOS
1432;"3312";REPARACION DE MAQUINARIA
1433;"3313";REPARACION DE EQUIPOS ELECTRONICOS Y OPTICOS
1434;"3314";REPARACION DE EQUIPOS ELECTRICOS
1435;"3315";REPARACION Y MANTENIMIENTO NAVAL
1436;"3316";REPARACION Y MANTENIMIENTO AERONAUTICO Y ESPACIAL
1437;"3317";REPARACION Y MANTENIMIENTO DE OTRO MATERIAL DE TRANSPORTE
1438;"3319";REPARACION DE OTROS EQUIPOS
1440;"3320";INSTALACION DE MAQUINAS Y EQUIPOS INDUSTRIALES
1444;"3512";TRANSPORTE DE ENERGIA ELECTRICA
1445;"3513";DISTRIBUCION DE ENERGIA ELECTRICA
1446;"3514";COMERCIO DE ENERGIA ELECTRICA
1447;"3515";PRODUCCION DE ENERGIA HIDROELECTRICA
1448;"3516";PRODUCCION DE ENERGIA ELECTRICA DE ORIGEN TERMICO CONVENCIONAL
1449;"3517";PRODUCCION DE ENERGIA ELECTRICA DE ORIGEN NUCLEAR
1450;"3518";PRODUCCION DE ENERGIA ELECTRICA DE ORIGEN EOLICO
1451;"3519";PRODUCCION DE ENERGIA ELECTRICA DE OTROS TIPOS
1453;"3521";PRODUCCION DE GAS
1454;"3522";DISTRIBUCION POR TUBERIA DE COMBUSTIBLES GASEOSOS
1455;"3523";COMERCIO DE GAS POR TUBERIA
1457;"3530";SUMINISTRO DE VAPOR Y AIRE ACONDICIONADO
1461;"3600";"CAPTACION; DEPURACION Y DISTRIBUCION DE AGUA"
1464;"3700";RECOGIDA Y TRATAMIENTO DE AGUAS RESIDUALES
1467;"3811";RECOGIDA DE RESIDUOS NO PELIGROSOS
1468;"3812";RECOGIDA DE RESIDUOS PELIGROSOS
1470;"3821";TRATAMIENTO Y ELIMINACION DE RESIDUOS NO PELIGROSOS
1471;"3822";TRATAMIENTO Y ELIMINACION DE RESIDUOS PELIGROSOS
1473;"3831";SEPARACION Y CLASIFICACION DE MATERIALES
1474;"3832";VALORIZACION DE MATERIALES YA CLASIFICADOS
1477;"3900";ACTIVIDADES DE DESCONTAMINACION Y OTROS SERVICIOS DE GESTION DE RESIDUOS
1481;"4110";PROMOCION INMOBILIARIA
1483;"4121";CONSTRUCCION DE EDIFICIOS RESIDENCIALES
1484;"4122";CONSTRUCCION DE EDIFICIOS NO RESIDENCIALES
1487;"4211";CONSTRUCCION DE CARRETERAS Y AUTOPISTAS
1488;"4212";CONSTRUCCION DE VIAS FERREAS DE SUPERFICIE Y SUBTERRANEAS
1489;"4213";CONSTRUCCION DE PUENTES Y TUNELES
1491;"4221";CONSTRUCCION DE REDES PARA FLUIDOS
1492;"4222";CONSTRUCCION DE REDES ELECTRICAS Y DE TELECOMUNICACIONES
1494;"4291";OBRAS HIDRAULICAS
1495;"4299";CONSTRUCCION DE OTROS PROYECTOS DE INGENIERIA CIVIL N.C.O.P.
1498;"4311";DEMOLICION
1499;"4312";PREPARACION DE TERRENOS
1500;"4313";PERFORACIONES Y SONDEOS
1502;"4321";INSTALACIONES ELECTRICAS
1503;"4322";"FONTANERIA; INSTALACIONES DE SISTEMAS DE CALEFACCION Y AIRE ACONDICIONADO"
1504;"4329";OTRAS INSTALACIONES EN OBRAS DE CONSTRUCCION
1506;"4331";REVOCAMIENTO
1507;"4332";INSTALACION DE CARPINTERIA
1508;"4333";REVESTIMIENTO DE SUELOS Y PAREDES
1509;"4334";PINTURA Y ACRISTALAMIENTO
1510;"4339";OTRO ACABADO DE EDIFICIOS
1512;"4391";CONSTRUCCION DE CUBIERTAS
1513;"4399";OTRAS ACTIVIDADES DE CONSTRUCCION ESPECIALIZADA N.C.O.P.
1517;"4511";VENTA DE AUTOMOVILES Y VEHICULOS DE MOTOR LIGEROS
1518;"4519";VENTA DE OTROS VEHICULOS DE MOTOR
1520;"4520";MANTENIMIENTO Y REPARACION DE VEHICULOS DE MOTOR
1522;"4531";COMERCIO AL POR MAYOR DE REPUESTOS Y ACCESORIOS DE VEHICULOS DE MOTOR
1523;"4532";COMERCIO AL POR MENOR DE REPUESTOS Y ACCESORIOS DE VEHICULOS DE MOTOR
1525;"4540";"VENTA; MANTENIMIENTO Y REPARACION DE MOTOCICLETAS Y DE SUS REPUESTOS Y ACCESORIOS"
1528;"4611";"INTERMEDIARIOS DEL COMERCIO DE MATERIAS PRIMAS AGRARIAS; ANIMALES VIVOS; MATERIAS PRIMAS TEXTILES Y PRODUCTOS SEMIELABORADOS"
1529;"4612";"INTERMEDIARIOS DEL COMERCIO DE COMBUSTIBLES; MINERALES; METALES Y PRODUCTOS QUIMICOS INDUSTRIALES"
1530;"4613";INTERMEDIARIOS DEL COMERCIO DE LA MADERA Y MATERIALES DE CONSTRUCCION
1531;"4614";"INTERMEDIARIOS DEL COMERCIO DE MAQUINARIA; EQUIPO INDUSTRIAL; EMBARCACIONES Y AERONAVES"
1532;"4615";"INTERMEDIARIOS DEL COMERCIO DE MUEBLES; ARTICULOS PARA EL HOGAR Y FERRETERIA"
1533;"4616";"INTERMEDIARIOS DEL COMERCIO DE TEXTILES; PRENDAS DE VESTIR; PELETERIA; CALZADO Y ARTICULOS DE CUERO"
1534;"4617";"INTERMEDIARIOS DEL COMERCIO DE PRODUCTOS ALIMENTICIOS; BEBIDAS Y TABACO"
1535;"4618";INTERMEDIARIOS DEL COMERCIO ESPECIALIZADOS EN LA VENTA DE OTROS PRODUCTOS ESPECIFICOS
1536;"4619";INTERMEDIARIOS DEL COMERCIO DE PRODUCTOS DIVERSOS
